./wavgen.exe
0,0.000000
1,0.057564
2,0.114937
3,0.171929
4,0.228351
5,0.284015
6,0.338738
7,0.392337
8,0.444635
9,0.495459
10,0.544639
11,0.592013
12,0.637424
13,0.680721
14,0.721760
15,0.760406
16,0.796530
17,0.830012
18,0.860742
19,0.888617
20,0.913545
21,0.935444
22,0.954240
23,0.969872
24,0.982287
25,0.991445
26,0.997314
27,0.999877
28,0.999123
29,0.995056
30,0.987688
31,0.977046
32,0.963163
33,0.946085
34,0.925871
35,0.902585
36,0.876307
37,0.847122
38,0.815128
39,0.780430
40,0.743145
41,0.703395
42,0.661312
43,0.617036
44,0.570714
45,0.522499
46,0.472551
47,0.421036
48,0.368125
49,0.313992
50,0.258819
51,0.202787
52,0.146083
53,0.088894
54,0.031411
55,-0.026177
56,-0.083678
57,-0.140901
58,-0.197657
59,-0.253758
60,-0.309017
61,-0.363251
62,-0.416281
63,-0.467930
64,-0.518027
65,-0.566406
66,-0.612907
67,-0.657375
68,-0.699663
69,-0.739631
70,-0.777146
71,-0.812084
72,-0.844328
73,-0.873772
74,-0.900319
75,-0.923880
76,-0.944376
77,-0.961741
78,-0.975917
79,-0.986856
80,-0.994522
81,-0.998890
82,-0.999945
83,-0.997684
84,-0.992115
85,-0.983255
86,-0.971134
87,-0.955793
88,-0.937282
89,-0.915663
90,-0.891007
91,-0.863396
92,-0.832921
93,-0.799685
94,-0.763796
95,-0.725374
96,-0.684547
97,-0.641450
98,-0.596225
99,-0.549023
100,-0.500000
101,-0.449319
102,-0.397148
103,-0.343660
104,-0.289032
105,-0.233445
106,-0.177085
107,-0.120137
108,-0.062791
109,-0.005236
110,0.052336
111,0.109734
112,0.166769
113,0.223250
114,0.278991
115,0.333807
116,0.387516
117,0.439939
118,0.490904
119,0.540240
120,0.587785
121,0.633381
122,0.676876
123,0.718126
124,0.756995
125,0.793353
126,0.827081
127,0.858065
128,0.886204
129,0.911403
130,0.933580
131,0.952661
132,0.968583
133,0.981293
134,0.990748
135,0.996917
136,0.999781
137,0.999328
138,0.995562
139,0.988494
140,0.978148
141,0.964557
142,0.947768
143,0.927836
144,0.904827
145,0.878817
146,0.849893
147,0.818150
148,0.783693
149,0.746638
150,0.707107
151,0.665230
152,0.621148
153,0.575005
154,0.526956
155,0.477159
156,0.425779
157,0.372988
158,0.318959
159,0.263873
160,0.207912
161,0.151261
162,0.094108
163,0.036644
164,-0.020942
165,-0.078459
166,-0.135716
167,-0.192522
168,-0.248690
169,-0.304033
170,-0.358368
171,-0.411514
172,-0.463296
173,-0.513541
174,-0.562083
175,-0.608761
176,-0.653421
177,-0.695913
178,-0.736097
179,-0.773840
180,-0.809017
181,-0.841511
182,-0.871214
183,-0.898028
184,-0.921863
185,-0.942641
186,-0.960294
187,-0.974761
188,-0.985996
189,-0.993961
190,-0.998630
191,-0.999986
192,-0.998027
193,-0.992757
194,-0.984196
195,-0.972370
196,-0.957319
197,-0.939094
198,-0.917755
199,-0.893371
200,-0.866025
201,-0.835807
202,-0.802817
203,-0.767165
204,-0.728969
205,-0.688355
206,-0.645458
207,-0.600420
208,-0.553392
209,-0.504528
210,-0.453990
211,-0.401948
212,-0.348572
213,-0.294040
214,-0.238533
215,-0.182236
216,-0.125333
217,-0.068015
218,-0.010472
219,0.047106
220,0.104528
221,0.161604
222,0.218143
223,0.273959
224,0.328867
225,0.382683
226,0.435231
227,0.486335
228,0.535827
229,0.583541
230,0.629320
231,0.673013
232,0.714473
233,0.753563
234,0.790155
235,0.824126
236,0.855364
237,0.883766
238,0.909236
239,0.931691
240,0.951057
241,0.967268
242,0.980271
243,0.990024
244,0.996493
245,0.999657
246,0.999507
247,0.996041
248,0.989272
249,0.979223
250,0.965926
251,0.949425
252,0.929776
253,0.907044
254,0.881303
255,0.852640
256,0.821149
257,0.786935
258,0.750111
259,0.710799
260,0.669131
261,0.625243
262,0.579281
263,0.531399
264,0.481754
265,0.430511
266,0.377841
267,0.323917
268,0.268920
269,0.213030
270,0.156434
271,0.099320
272,0.041876
273,-0.015707
274,-0.073238
275,-0.130526
276,-0.187381
277,-0.243615
278,-0.299041
279,-0.353475
280,-0.406737
281,-0.458650
282,-0.509041
283,-0.557745
284,-0.604599
285,-0.649448
286,-0.692143
287,-0.732543
288,-0.770513
289,-0.805928
290,-0.838671
291,-0.868632
292,-0.895712
293,-0.919821
294,-0.940881
295,-0.958820
296,-0.973579
297,-0.985109
298,-0.993373
299,-0.998342
300,-1.000000
301,-0.998342
302,-0.993373
303,-0.985109
304,-0.973579
305,-0.958820
306,-0.940881
307,-0.919821
308,-0.895712
309,-0.868632
310,-0.838671
311,-0.805928
312,-0.770513
313,-0.732543
314,-0.692143
315,-0.649448
316,-0.604599
317,-0.557745
318,-0.509041
319,-0.458650
320,-0.406737
321,-0.353475
322,-0.299041
323,-0.243615
324,-0.187381
325,-0.130526
326,-0.073238
327,-0.015707
328,0.041876
329,0.099320
330,0.156434
331,0.213030
332,0.268920
333,0.323917
334,0.377841
335,0.430511
336,0.481754
337,0.531399
338,0.579281
339,0.625243
340,0.669131
341,0.710799
342,0.750111
343,0.786935
344,0.821149
345,0.852640
346,0.881303
347,0.907044
348,0.929776
349,0.949425
350,0.965926
351,0.979223
352,0.989272
353,0.996041
354,0.999507
355,0.999657
356,0.996493
357,0.990024
358,0.980271
359,0.967268
360,0.951057
361,0.931691
362,0.909236
363,0.883766
364,0.855364
365,0.824126
366,0.790155
367,0.753563
368,0.714473
369,0.673013
370,0.629320
371,0.583541
372,0.535827
373,0.486335
374,0.435231
375,0.382683
376,0.328867
377,0.273959
378,0.218143
379,0.161604
380,0.104528
381,0.047106
382,-0.010472
383,-0.068015
384,-0.125333
385,-0.182236
386,-0.238533
387,-0.294040
388,-0.348572
389,-0.401948
390,-0.453990
391,-0.504528
392,-0.553392
393,-0.600420
394,-0.645458
395,-0.688355
396,-0.728969
397,-0.767165
398,-0.802817
399,-0.835807
400,-0.866025
401,-0.893371
402,-0.917755
403,-0.939094
404,-0.957319
405,-0.972370
406,-0.984196
407,-0.992757
408,-0.998027
409,-0.999986
410,-0.998630
411,-0.993961
412,-0.985996
413,-0.974761
414,-0.960294
415,-0.942641
416,-0.921863
417,-0.898028
418,-0.871214
419,-0.841511
420,-0.809017
421,-0.773840
422,-0.736097
423,-0.695913
424,-0.653421
425,-0.608761
426,-0.562083
427,-0.513541
428,-0.463296
429,-0.411514
430,-0.358368
431,-0.304033
432,-0.248690
433,-0.192522
434,-0.135716
435,-0.078459
436,-0.020942
437,0.036644
438,0.094108
439,0.151261
440,0.207912
441,0.263873
442,0.318959
443,0.372988
444,0.425779
445,0.477159
446,0.526956
447,0.575005
448,0.621148
449,0.665230
450,0.707107
451,0.746638
452,0.783693
453,0.818150
454,0.849893
455,0.878817
456,0.904827
457,0.927836
458,0.947768
459,0.964557
460,0.978148
461,0.988494
462,0.995562
463,0.999328
464,0.999781
465,0.996917
466,0.990748
467,0.981293
468,0.968583
469,0.952661
470,0.933580
471,0.911403
472,0.886204
473,0.858065
474,0.827081
475,0.793353
476,0.756995
477,0.718126
478,0.676876
479,0.633381
